Load in kN,Stud1_Axial-O,Stud1_Axial,Stud2_Axial-O,Stud2_Axial,Stud3_Axial-O,Stud3_Axial,Stud4_Axial-O,Stud4_Axial,Stud2_Top-O,Stud2_Top,Stud2_Mid-O,Stud2_Mid,Stud2_Bottom-O,Stud2_Bottom,Stud3_Top-O,Stud3_Top,Stud3_Mid-O,Stud3_Mid,Stud3_Bottom-O,Stud3_Bottom
18.41292866,3.861891,1.679349164,4.419318,1.816074757,5.382332,2.06569017,5.646644,1.519644083,1.467941,1.469583,2.101736,2.118156,2.292235,2.349705,1.510631,1.430174,2.124778,2.129704,2.206891,2.206891
18.82644016,3.899657,1.717115164,4.463651,1.860407757,5.425023,2.10838117,5.689335,1.562335083,1.474509,1.476151,2.338182,2.354602,2.334927,2.392397,1.520483,1.440026,2.351378,2.356304,2.305413,2.305413
19.44837286,3.929212,1.746670164,4.537539,1.934295757,5.469356,2.15271417,5.736951,1.609951083,1.474509,1.476151,2.351318,2.367738,2.371051,2.428521,1.520483,1.440026,2.351378,2.356304,2.325118,2.325118
19.42270131,3.953841,1.771299164,4.560527,1.957283757,5.484133,2.16749117,5.76979,1.642790083,1.477793,1.479435,2.354602,2.371022,2.384187,2.441657,1.513915,1.433458,2.351378,2.356304,2.328402,2.328402
19.3795851,3.962051,1.779509164,4.567095,1.963851757,5.484954,2.16831217,5.771432,1.644432083,1.471225,1.472867,2.364454,2.380874,2.387471,2.444941,1.513915,1.433458,2.354662,2.359588,2.331686,2.331686
20.02215554,4.022804,1.840262164,4.654118,2.050874757,5.54817,2.23152817,5.83711,1.710110083,1.474509,1.476151,2.395651,2.412071,2.469572,2.527042,1.510631,1.430174,2.403923,2.408849,2.387515,2.387515
20.02215554,4.031014,1.848472164,4.673822,2.070578757,5.562947,2.24630517,5.855992,1.728992083,1.477793,1.479435,2.390725,2.407145,2.472856,2.530326,1.523767,1.44331,2.403923,2.408849,2.384231,2.384231
20.3168821,4.051538,1.868996164,4.718155,2.114911757,5.582651,2.26600917,5.860919,1.733919083,1.477793,1.479435,2.395651,2.412071,2.472856,2.530326,1.510631,1.430174,2.403923,2.408849,2.387515,2.387515
20.40396789,4.049896,1.867354164,4.72308,2.119836757,5.595787,2.27914517,5.850246,1.723246083,1.477793,1.479435,2.390725,2.407145,2.469572,2.527042,1.507347,1.42689,2.403923,2.408849,2.384231,2.384231
20.40403762,4.086841,1.904299164,4.793685,2.190441757,5.625342,2.30870017,5.873233,1.746233083,1.497497,1.499139,2.390725,2.407145,2.482708,2.540178,1.527051,1.446594,2.407207,2.412133,2.387515,2.387515
20.98257232,4.134458,1.951916164,4.861005,2.257761757,5.681169,2.36452717,5.915924,1.788924083,1.507349,1.508991,2.394009,2.410429,2.502412,2.559882,1.533619,1.453162,2.407207,2.412133,2.400651,2.400651
21.32658631,4.159087,1.976545164,4.893023,2.289779757,5.728786,2.41214417,5.915924,1.788924083,1.510633,1.512275,2.390725,2.407145,2.512264,2.569734,1.540187,1.45973,2.410491,2.415417,2.410504,2.410504
21.19248404,4.167297,1.984755164,4.895486,2.292242757,5.73207,2.41542817,5.906072,1.779072083,1.504065,1.505707,2.390725,2.407145,2.50898,2.56645,1.540187,1.45973,2.412133,2.417059,2.410504,2.410504
21.25630675,4.171402,1.988860164,4.900412,2.297168757,5.735353,2.41871117,5.930701,1.803701083,1.510633,1.512275,2.394009,2.410429,2.515548,2.573018,1.540187,1.45973,2.413775,2.418701,2.410504,2.410504
21.24794042,4.177149,1.994607164,4.903696,2.300452757,5.746847,2.43020517,5.932343,1.805343083,1.507349,1.508991,2.390725,2.407145,2.515548,2.573018,1.533619,1.453162,2.403923,2.408849,2.410504,2.410504
21.229715,4.178791,1.996249164,4.903696,2.300452757,5.743563,2.42692117,5.919208,1.792208083,1.504065,1.505707,2.390725,2.407145,2.512264,2.569734,1.536903,1.456446,2.410491,2.415417,2.410504,2.410504
21.24049333,4.188643,2.006101164,4.90698,2.303736757,5.750131,2.43348917,5.929059,1.802059083,1.504065,1.505707,2.394009,2.410429,2.515548,2.573018,1.540187,1.45973,2.407207,2.412133,2.410504,2.410504
21.20815545,4.183716,2.001174164,4.90698,2.303736757,5.751773,2.43513117,5.973392,1.846392083,1.510633,1.512275,2.394009,2.410429,2.515548,2.573018,1.533619,1.453162,2.403923,2.408849,2.410504,2.410504
21.25907443,4.191927,2.009385164,4.913547,2.310303757,5.755057,2.43841517,5.989811,1.862811083,1.510633,1.512275,2.394009,2.410429,2.512264,2.569734,1.533619,1.453162,2.403923,2.408849,2.410504,2.410504
21.25715755,4.214914,2.032372164,4.943103,2.339859757,5.786254,2.46961217,6.016082,1.889082083,1.507349,1.508991,2.394009,2.410429,2.512264,2.569734,1.540187,1.45973,2.410491,2.415417,2.410504,2.410504
21.70229846,4.229692,2.047150164,4.964448,2.361204757,5.820736,2.50409417,6.037428,1.910428083,1.507349,1.508991,2.394009,2.410429,2.515548,2.573018,1.536903,1.456446,2.407207,2.412133,2.410504,2.410504
21.64152264,4.237901,2.055359164,4.9743,2.371056757,5.843723,2.52708117,6.052205,1.925205083,1.497497,1.499139,2.390725,2.407145,2.518832,2.576302,1.536903,1.456446,2.407207,2.412133,2.410504,2.410504
21.79924077,4.255963,2.073421164,4.989078,2.385834757,5.865069,2.54842717,6.063699,1.936699083,1.510633,1.512275,2.394009,2.410429,2.518832,2.576302,1.543471,1.463014,2.413775,2.418701,2.410504,2.410504
21.98291385,4.264173,2.081631164,5.000571,2.397327757,5.879846,2.56320417,6.063699,1.936699083,1.504065,1.505707,2.394009,2.410429,2.515548,2.573018,1.540187,1.45973,2.413775,2.418701,2.410504,2.410504
21.9671001,4.270741,2.088199164,5.005497,2.402253757,5.888056,2.57141417,6.066983,1.939983083,1.510633,1.512275,2.392367,2.408787,2.522116,2.579586,1.543471,1.463014,2.410491,2.415417,2.410504,2.410504
21.95837585,4.27895,2.096408164,5.016991,2.413747757,5.892982,2.57634017,6.071088,1.944088083,1.504065,1.505707,2.390725,2.407145,2.515548,2.573018,1.546755,1.466298,2.410491,2.415417,2.410504,2.410504
21.95837585,4.29537,2.112828164,5.04162,2.438376757,5.912685,2.59604317,6.086686,1.959686083,1.538546,1.540188,2.390725,2.407145,2.520474,2.577944,1.573027,1.49257,2.417059,2.421985,2.417072,2.417072
22.52478405,4.339703,2.157161164,5.10812,2.504876757,5.959481,2.64283917,6.124451,1.997451083,1.622288,1.62393,2.395651,2.412071,2.5254,2.58287,1.704386,1.623929,2.413775,2.418701,2.436776,2.436776
22.56740257,4.342166,2.159624164,5.118792,2.515548757,5.963586,2.64694417,6.144155,2.017155083,1.622288,1.62393,2.394009,2.410429,2.528684,2.586154,1.701102,1.620645,2.413775,2.418701,2.433492,2.433492
22.52769117,4.362691,2.180149164,5.122076,2.518832757,5.973438,2.65679617,6.139228,2.012228083,1.625572,1.627214,2.390725,2.407145,2.5254,2.58287,1.701102,1.620645,2.423627,2.428553,2.433492,2.433492
22.63243369,4.388962,2.206420164,5.138496,2.535252757,5.993141,2.67649917,6.150722,2.023722083,1.622288,1.62393,2.390725,2.407145,2.5254,2.58287,1.710954,1.630497,2.420343,2.425269,2.435134,2.435134
23.01367863,4.415234,2.232692164,5.207458,2.604214757,6.037474,2.72083217,6.203264,2.076264083,1.619004,1.620646,2.453121,2.469541,2.538536,2.596006,1.70767,1.627213,2.495876,2.500802,2.453197,2.453197
23.01367863,4.448073,2.265531164,5.232087,2.628843757,6.079344,2.76270217,6.23282,2.105820083,1.61572,1.617362,2.449837,2.466257,2.551672,2.609142,1.704386,1.623929,2.495876,2.500802,2.456481,2.456481
23.38931945,4.485838,2.303296164,5.27642,2.673176757,6.117931,2.80128917,6.23282,2.105820083,1.619004,1.620646,2.453121,2.469541,2.577944,2.635414,1.701102,1.620645,2.502444,2.50737,2.466333,2.466333
23.53207465,4.525245,2.342703164,5.320753,2.717509757,6.15898,2.84233817,6.277973,2.150973083,1.619004,1.620646,2.449837,2.466257,2.577944,2.635414,1.704386,1.623929,2.505728,2.510654,2.466333,2.466333
23.77084842,4.540023,2.357481164,5.353593,2.750349757,6.183609,2.86696717,6.321485,2.194485083,1.61572,1.617362,2.453121,2.469541,2.581228,2.638698,1.697818,1.617361,2.495876,2.500802,2.466333,2.466333
23.88034425,4.569579,2.387037164,5.374938,2.771694757,6.208239,2.89159717,6.338725,2.211725083,1.61572,1.617362,2.453121,2.469541,2.584512,2.641982,1.70767,1.627213,2.502444,2.50737,2.466333,2.466333
23.89176004,4.572862,2.390320164,5.386431,2.783187757,6.223016,2.90637417,6.346935,2.219935083,1.612436,1.614078,2.449837,2.466257,2.581228,2.638698,1.701102,1.620645,2.502444,2.50737,2.466333,2.466333
23.96778315,4.59585,2.413308164,5.422555,2.819311757,6.243541,2.92689917,6.356787,2.229787083,1.619004,1.620646,2.456405,2.472825,2.584512,2.641982,1.729016,1.648559,2.522148,2.527074,2.472901,2.472901
24.23024381,4.625406,2.442864164,5.468529,2.865285757,6.265707,2.94906517,6.388805,2.261805083,1.61572,1.617362,2.469541,2.485961,2.600932,2.658402,1.743794,1.663337,2.561557,2.566483,2.479469,2.479469
24.3630689,4.674665,2.492123164,5.516146,2.912902757,6.319071,3.00242917,6.417539,2.290539083,1.622288,1.62393,2.466257,2.482677,2.627204,2.684674,1.74051,1.660053,2.559915,2.564841,2.515594,2.515594
24.75176062,4.702578,2.520036164,5.560479,2.957235757,6.359299,3.04265717,6.429854,2.302854083,1.61572,1.617362,2.466257,2.482677,2.64034,2.69781,1.753646,1.673189,2.558273,2.563199,2.525446,2.525446
24.78955771,4.727207,2.544665164,5.622874,3.019630757,6.385571,3.06892917,6.465976,2.338976083,1.622288,1.62393,2.472825,2.489245,2.64034,2.69781,1.758572,1.678115,2.568125,2.573051,2.52873,2.52873
24.74587247,4.751837,2.569295164,5.660639,3.057395757,6.413484,3.09684217,6.475007,2.348007083,1.619004,1.620646,2.466257,2.482677,2.64034,2.69781,1.760214,1.679757,2.564841,2.569767,2.53694,2.53694
25.06733698,4.778108,2.595566164,5.691836,3.088592757,6.461101,3.14445917,6.493889,2.366889083,1.619004,1.620646,2.469541,2.485961,2.64034,2.69781,1.763498,1.683041,2.568125,2.573051,2.541866,2.541866
25.24029984,4.817516,2.634974164,5.736169,3.132925757,6.50215,3.18550817,6.54479,2.417790083,1.61572,1.617362,2.466257,2.482677,2.650192,2.707662,1.786486,1.706029,2.587829,2.592755,2.551718,2.551718
25.35681607,4.835577,2.653035164,5.793637,3.190393757,6.516928,3.20028617,6.566135,2.439135083,1.622288,1.62393,2.472825,2.489245,2.653476,2.710946,1.802905,1.722448,2.587829,2.592755,2.555003,2.555003
25.43375842,4.868417,2.685875164,5.83797,3.234726757,6.557977,3.24133517,6.589122,2.462122083,1.622288,1.62393,2.469541,2.485961,2.653476,2.710946,1.809473,1.729016,2.587829,2.592755,2.561571,2.561571
25.69416243,4.893046,2.710504164,5.87081,3.267566757,6.599026,3.28238417,6.625245,2.498245083,1.619004,1.620646,2.462973,2.479393,2.653476,2.710946,1.799621,1.719164,2.587829,2.592755,2.568139,2.568139
25.58502228,4.925885,2.743343164,5.94634,3.343096757,6.656495,3.33985317,6.643307,2.516307083,1.619004,1.620646,2.48596,2.50238,2.663328,2.720798,1.812757,1.7323,2.607534,2.61246,2.581275,2.581275
25.83791077,4.972682,2.790140164,6.049783,3.446539757,6.732025,3.41538317,6.704059,2.577059083,1.617362,1.619004,2.492528,2.508948,2.663328,2.720798,1.842313,1.761856,2.656795,2.661721,2.594411,2.594411
26.17440633,4.986638,2.804096164,6.087548,3.484304757,6.758296,3.44165417,6.713911,2.586911083,1.622288,1.62393,2.497454,2.513874,2.666612,2.724082,1.839029,1.758572,2.666647,2.671573,2.594411,2.594411
26.27695019,5.014552,2.832010164,6.163079,3.559835757,6.810839,3.49419717,6.726225,2.599225083,1.622288,1.62393,2.492528,2.508948,2.663328,2.720798,1.843955,1.763498,2.669931,2.674857,2.594411,2.594411
26.24489666,5.026046,2.843504164,6.199202,3.595958757,6.827259,3.51061717,6.735256,2.608256083,1.61572,1.617362,2.489244,2.505664,2.663328,2.720798,1.842313,1.761856,2.666647,2.671573,2.594411,2.594411
26.1751148,5.047391,2.864849164,6.228757,3.625513757,6.847783,3.53114117,6.761527,2.634527083,1.622288,1.62393,2.495812,2.512232,2.666612,2.724082,1.850523,1.770066,2.666647,2.671573,2.594411,2.594411
26.35247818,5.061348,2.878806164,6.269806,3.666562757,6.883086,3.56644417,6.77302,2.646020083,1.61572,1.617362,2.492528,2.508948,2.663328,2.720798,1.835745,1.755288,2.666647,2.671573,2.594411,2.594411
26.49154421,5.098292,2.915750164,6.315781,3.712537757,6.915104,3.59846217,6.800113,2.673113083,1.619004,1.620646,2.489244,2.505664,2.660044,2.717514,1.855449,1.774992,2.666647,2.671573,2.594411,2.594411
26.49154421,5.099934,2.917392164,6.342053,3.738809757,6.922493,3.60585117,6.792724,2.665724083,1.612436,1.614078,2.482677,2.499097,2.663328,2.720798,1.847239,1.766782,2.673215,2.678141,2.592769,2.592769
26.49374287,5.106502,2.923960164,6.376534,3.773290757,6.942197,3.62555517,6.80586,2.678860083,1.61572,1.617362,2.479393,2.495813,2.660044,2.717514,1.839029,1.758572,2.669931,2.674857,2.594411,2.594411
26.69840647,5.126206,2.943664164,6.437286,3.834042757,6.988171,3.67152917,6.822279,2.695279083,1.61572,1.617362,2.466257,2.482677,2.658402,2.715872,1.848881,1.768424,2.666647,2.671573,2.594411,2.594411
26.633091,5.124563,2.942021164,6.466841,3.863597757,7.007875,3.69123317,6.837877,2.710877083,1.619004,1.620646,2.456405,2.472825,2.660044,2.717514,1.878437,1.79798,2.666647,2.671573,2.597696,2.597696
26.83733048,5.155761,2.973219164,6.530878,3.927634757,7.04564,3.72899817,6.883031,2.756031083,1.619004,1.620646,2.453121,2.469541,2.643624,2.701094,1.871869,1.791412,2.666647,2.671573,2.597696,2.597696
26.80669388,5.168076,2.985534164,6.55715,3.953906757,7.057134,3.74049217,6.863328,2.736328083,1.619004,1.620646,2.449837,2.466257,2.630488,2.687958,1.873511,1.793054,2.666647,2.671573,2.597696,2.597696
27.0082367,5.200094,3.017552164,6.634322,4.031078757,7.106393,3.78975117,6.905197,2.778197083,1.61572,1.617362,2.423565,2.439985,2.614068,2.671538,1.863659,1.783202,2.669931,2.674857,2.597696,2.597696
27.2768676,5.216514,3.033972164,6.709852,4.106608757,7.158936,3.84229417,6.951993,2.824993083,1.61572,1.617362,2.407145,2.423565,2.604216,2.661686,1.885005,1.804548,2.669931,2.674857,2.594411,2.594411
27.2768676,5.246069,3.063527164,6.767321,4.164077757,7.198343,3.88170117,6.971696,2.844696083,1.622288,1.62393,2.400577,2.416997,2.594364,2.651834,1.904709,1.824252,2.666647,2.671573,2.594411,2.594411
27.51316061,5.303538,3.120996164,6.870764,4.267520757,7.280441,3.96379917,7.013566,2.886566083,1.619004,1.620646,2.387441,2.403861,2.59108,2.64855,1.907993,1.827536,2.666647,2.671573,2.594411,2.594411
27.57287229,5.338019,3.155477164,6.920023,4.316779757,7.322311,4.00566917,7.035732,2.908732083,1.61572,1.617362,2.390725,2.407145,2.59108,2.64855,1.906351,1.825894,2.666647,2.671573,2.594411,2.594411
27.49067957,5.338019,3.155477164,6.928233,4.324989757,7.336268,4.01962617,7.048868,2.921868083,1.619004,1.620646,2.390725,2.407145,2.59108,2.64855,1.904709,1.824252,2.663363,2.668289,2.594411,2.594411
27.3050922,5.342945,3.160403164,6.934801,4.331557757,7.352687,4.03604517,7.037374,2.910374083,1.61572,1.617362,2.387441,2.403861,2.594364,2.651834,1.901425,1.820968,2.663363,2.668289,2.591127,2.591127
27.23630315,5.356081,3.173539164,6.95943,4.356186757,7.377317,4.06067517,7.068571,2.941571083,1.61572,1.617362,2.390725,2.407145,2.587796,2.645266,1.904709,1.824252,2.663363,2.668289,2.594411,2.594411
27.98347409,5.393846,3.211304164,7.011973,4.408729757,7.42165,4.10500817,7.114546,2.987546083,1.609152,1.610794,2.387441,2.403861,2.587796,2.645266,1.901425,1.820968,2.663363,2.668289,2.594411,2.594411
28.11630144,5.459525,3.276983164,7.089145,4.485901757,7.510317,4.19367517,7.17694,3.049940083,1.61572,1.617362,2.387441,2.403861,2.59108,2.64855,1.927697,1.84724,2.669931,2.674857,2.594411,2.594411
28.00801177,5.487438,3.304896164,7.123626,4.520382757,7.561217,4.24457517,7.196643,3.069643083,1.612436,1.614078,2.390725,2.407145,2.594364,2.651834,1.924413,1.843956,2.679783,2.684709,2.594411,2.594411
28.54080493,5.551475,3.368933164,7.195873,4.592629757,7.648242,4.33160017,7.262322,3.135322083,1.612436,1.614078,2.384157,2.400577,2.587796,2.645266,1.934265,1.853808,2.738896,2.743822,2.591127,2.591127
28.66292238,5.572821,3.390279164,7.236922,4.633678757,7.682723,4.36608117,7.313222,3.186222083,1.61572,1.617362,2.387441,2.403861,2.59108,2.64855,1.930981,1.850524,2.74218,2.747106,2.594411,2.594411
28.48690749,5.58924,3.406698164,7.241848,4.638604757,7.70571,4.38906817,7.313222,3.186222083,1.61572,1.617362,2.387441,2.403861,2.59108,2.64855,1.921129,1.840672,2.735612,2.740538,2.594411,2.594411
28.41003647,5.612228,3.429686164,7.261552,4.658308757,7.731982,4.41534017,7.305833,3.178833083,1.609152,1.610794,2.390725,2.407145,2.59108,2.64855,1.934265,1.853808,2.735612,2.740538,2.591127,2.591127
28.60945164,5.638499,3.455957164,7.291107,4.687863757,7.763179,4.44653717,7.353449,3.226449083,1.609152,1.610794,2.390725,2.407145,2.587796,2.645266,1.934265,1.853808,2.735612,2.740538,2.591127,2.591127
28.87659202,5.682833,3.500291164,7.340366,4.737122757,7.835426,4.51878417,7.398603,3.271603083,1.61572,1.617362,2.384157,2.400577,2.59108,2.64855,1.957253,1.876796,2.738896,2.743822,2.594411,2.594411
29.10905611,5.723882,3.541340164,7.397834,4.794590757,7.897821,4.58117917,7.43801,3.311010083,1.612436,1.614078,2.387441,2.403861,2.587796,2.645266,1.953969,1.873512,2.735612,2.740538,2.591127,2.591127
29.10905611,5.766573,3.584031164,7.4356,4.832356757,7.947079,4.63043717,7.482343,3.355343083,1.61572,1.617362,2.390725,2.407145,2.587796,2.645266,1.960537,1.88008,2.738896,2.743822,2.591127,2.591127
29.03863454,5.787919,3.605377164,7.460229,4.856985757,7.986487,4.66984517,7.498762,3.371762083,1.61572,1.617362,2.384157,2.400577,2.55824,2.61571,1.957253,1.876796,2.738896,2.743822,2.568139,2.568139
29.41399358,5.843746,3.661204164,7.517698,4.914454757,8.065301,4.74865917,7.56444,3.437440083,1.612436,1.614078,2.387441,2.403861,2.545104,2.602574,1.960537,1.88008,2.738896,2.743822,2.555003,2.555003
29.36740123,5.866733,3.684191164,7.555463,4.952219757,8.104708,4.78806617,7.594816,3.467816083,1.609152,1.610794,2.387441,2.403861,2.512264,2.569734,1.963821,1.883364,2.735612,2.740538,2.538582,2.538582
29.30499545,5.894647,3.712105164,7.573525,4.970281757,8.137548,4.82090617,7.593995,3.466995083,1.605868,1.60751,2.387441,2.403861,2.472856,2.530326,1.960537,1.88008,2.74218,2.747106,2.505742,2.505742
29.54795351,5.940622,3.758080164,7.634277,5.031033757,8.1983,4.88165817,7.658031,3.531031083,1.589448,1.59109,2.390725,2.407145,2.45972,2.51719,1.953969,1.873512,2.735612,2.740538,2.492605,2.492605
29.74035052,5.978387,3.795845164,7.672043,5.068799757,8.262337,4.94569517,7.702364,3.575364083,1.596016,1.597658,2.384157,2.400577,2.446584,2.504054,2.01308,1.932623,2.735612,2.740538,2.482753,2.482753
29.68744623,6.001375,3.818833164,7.693388,5.090144757,8.296819,4.98017717,7.708932,3.581932083,1.596016,1.597658,2.387441,2.403861,2.374335,2.431805,2.006512,1.926055,2.735612,2.740538,2.456481,2.456481
29.91203654,6.044066,3.861524164,7.755783,5.152539757,8.390411,5.07376917,7.761474,3.634474083,1.592732,1.594374,2.384157,2.400577,2.348063,2.405533,1.990093,1.909636,2.735612,2.740538,2.44006,2.44006
29.76630514,6.075263,3.892721164,7.790264,5.187020757,8.475793,5.15915117,7.804165,3.677165083,1.596016,1.597658,2.384157,2.400577,2.328359,2.385829,2.003228,1.922771,2.735612,2.740538,2.387515,2.387515
29.96678445,6.103177,3.920635164,7.826387,5.223143757,8.584163,5.26752117,7.832078,3.705078083,1.59109,1.592732,2.384157,2.400577,2.282383,2.339853,2.006512,1.926055,2.735612,2.740538,2.295561,2.295561
29.88636627,6.13109,3.948548164,7.869078,5.265834757,8.697458,5.38081617,7.871485,3.744485083,1.596016,1.597658,2.384157,2.400577,2.213419,2.270889,2.01308,1.932623,2.735612,2.740538,2.203607,2.203607
30.00990066,6.154078,3.971536164,7.905201,5.301957757,8.772989,5.45634717,7.897756,3.770756083,1.592732,1.594374,2.384157,2.400577,2.160875,2.218345,2.009796,1.929339,2.738896,2.743822,2.154346,2.154346
30.0106117,6.162288,3.979746164,7.926547,5.323303757,8.817323,5.50068117,7.910892,3.783892083,1.596016,1.597658,2.380873,2.397293,2.108331,2.165801,1.999944,1.919487,2.732328,2.737254,2.121505,2.121505
30.17520566,6.201695,4.019153164,7.97909,5.375846757,8.86494,5.54829817,7.956866,3.829866083,1.596016,1.597658,2.384157,2.400577,2.085343,2.142813,1.999944,1.919487,2.730686,2.735612,2.111653,2.111653
30.17520566,6.229609,4.047067164,8.003719,5.400475757,8.902704,5.58606217,7.981495,3.854495083,1.589448,1.59109,2.384157,2.400577,2.059071,2.116541,2.01308,1.932623,2.732328,2.737254,2.049256,2.049256
30.13655808,6.244386,4.061844164,8.010287,5.407043757,8.932261,5.61561917,7.996273,3.869273083,1.592732,1.594374,2.384157,2.400577,2.036083,2.093553,1.99666,1.916203,2.729044,2.73397,2.019699,2.019699
30.33632893,6.281331,4.098789164,8.057904,5.454660757,8.997939,5.68129717,8.029112,3.902112083,1.596016,1.597658,2.380873,2.397293,2.029515,2.086985,2.003228,1.922771,2.72576,2.730686,2.013131,2.013131
30.30469952,6.303498,4.120956164,8.077608,5.474364757,9.016001,5.69935917,8.030754,3.903754083,1.596016,1.597658,2.384157,2.400577,2.00981,2.06728,1.986809,1.906352,2.729044,2.73397,1.999995,1.999995
30.47667213,6.333053,4.150511164,8.108805,5.505561757,9.046377,5.72973517,8.076728,3.949728083,1.589448,1.59109,2.380873,2.397293,1.996674,2.054144,2.001586,1.921129,2.732328,2.737254,1.986859,1.986859
30.56226741,6.35604,4.173498164,8.148212,5.544968757,9.091531,5.77488917,8.093148,3.966148083,1.592732,1.594374,2.380873,2.397293,1.983538,2.041008,1.99666,1.916203,2.732328,2.737254,1.986859,1.986859
30.51794504,6.386417,4.203875164,8.167916,5.564672757,9.111235,5.79459317,8.113673,3.986673083,1.592732,1.594374,2.380873,2.397293,1.970402,2.027872,1.993376,1.912919,2.72576,2.730686,1.967154,1.967154
30.42617983,6.403658,4.221116164,8.187619,5.584375757,9.121086,5.80444417,8.130913,4.003913083,1.592732,1.594374,2.377589,2.394009,1.953982,2.011452,2.006512,1.926055,2.729044,2.73397,1.931029,1.931029
30.52170297,6.421719,4.239177164,8.212249,5.609005757,9.144075,5.82743317,8.158005,4.031005083,1.596016,1.597658,2.372663,2.389083,1.94413,2.0016,2.006512,1.926055,2.729044,2.73397,1.931029,1.931029
30.47972159,6.421719,4.239177164,8.222101,5.618857757,9.147358,5.83071617,8.16211,4.035110083,1.589448,1.59109,2.374305,2.390725,1.91129,1.96876,1.99666,1.916203,2.729044,2.73397,1.911325,1.911325
30.58276057,6.451275,4.268733164,8.246731,5.643487757,9.171988,5.85534617,8.161289,4.034289083,1.589448,1.59109,2.374305,2.390725,1.901438,1.958908,1.999944,1.919487,2.72576,2.730686,1.901473,1.901473
30.52971619,6.464411,4.281869164,8.258224,5.654980757,9.186766,5.87012417,8.160468,4.033468083,1.592732,1.594374,2.374305,2.390725,1.898154,1.955624,2.003228,1.922771,2.729044,2.73397,1.898189,1.898189
30.54964321,6.531731,4.349189164,8.337039,5.733795757,9.311555,5.99491317,8.315632,4.188632083,1.535262,1.536904,2.29549,2.31191,1.638718,1.696188,1.942475,1.862018,2.653511,2.658437,1.477828,1.477828
30.29307038,6.551435,4.368893164,8.356742,5.753498757,9.360814,6.04417217,8.323021,4.196021083,1.523768,1.52541,2.282354,2.298774,1.622298,1.679768,1.927697,1.84724,2.646942,2.651868,1.497533,1.497533
30.55120473,6.569496,4.386954164,8.379729,5.776485757,9.39858,6.08193817,8.337799,4.210799083,1.523768,1.52541,2.282354,2.298774,1.625582,1.683052,1.921129,1.840672,2.650226,2.655152,1.520521,1.520521
30.61325515,6.582632,4.400090164,8.401075,5.797831757,9.421567,6.10492517,8.334515,4.207515083,1.530336,1.531978,2.282354,2.298774,1.622298,1.679768,1.927697,1.84724,2.650226,2.655152,1.536941,1.536941
31.14952156,6.620398,4.437856164,8.453618,5.850374757,9.465901,6.14925917,8.382131,4.255131083,1.523768,1.52541,2.272502,2.288922,1.622298,1.679768,1.927697,1.84724,2.646942,2.651868,1.569782,1.569782
30.86288083,6.636817,4.454275164,8.476605,5.873361757,9.477394,6.16075217,8.382952,4.255952083,1.527052,1.528694,2.267577,2.283997,1.625582,1.683052,1.934265,1.853808,2.653511,2.658437,1.579634,1.579634
30.94337002,6.662268,4.479726164,8.519296,5.916052757,9.49874,6.18209817,8.390341,4.263341083,1.523768,1.52541,2.246231,2.262651,1.622298,1.679768,1.937549,1.857092,2.650226,2.655152,1.596055,1.596055
31.24185547,6.692644,4.510102164,8.578407,5.975163757,9.516802,6.20016017,8.433032,4.306032083,1.527052,1.528694,2.239663,2.256083,1.622298,1.679768,1.934265,1.853808,2.650226,2.655152,1.612475,1.612475
31.32433029,6.743546,4.561004164,8.660506,6.057262757,9.549641,6.23299917,8.470797,4.343797083,1.510633,1.512275,2.219959,2.236379,1.619014,1.676484,1.917845,1.837388,2.653511,2.658437,1.615759,1.615759
31.65969359,6.809224,4.626682164,8.782011,6.178767757,9.602184,6.28554217,8.524981,4.397981083,1.497497,1.499139,2.203539,2.219959,1.619014,1.676484,1.934265,1.853808,2.653511,2.658437,1.632179,1.632179
32.03646957,6.878187,4.695645164,8.867393,6.264149757,9.632561,6.31591917,8.541401,4.414401083,1.490929,1.492571,2.185477,2.201897,1.589458,1.646928,1.935907,1.85545,2.653511,2.658437,1.635463,1.635463
31.56594274,6.886397,4.703855164,8.878887,6.275643757,9.638308,6.32166617,8.543043,4.416043083,1.497497,1.499139,2.177268,2.193688,1.573038,1.630508,1.927697,1.84724,2.653511,2.658437,1.632179,1.632179
31.48211975,6.915952,4.733410164,8.906801,6.303557757,9.648159,6.33151717,8.570956,4.443956083,1.484361,1.486003,2.164132,2.180552,1.563186,1.620656,1.934265,1.853808,2.646942,2.651868,1.632179,1.632179
31.70812924,6.943866,4.761324164,8.954418,6.351174757,9.671147,6.35450517,8.597227,4.470227083,1.477793,1.479435,2.114872,2.131292,1.546765,1.604235,1.940833,1.860376,2.653511,2.658437,1.632179,1.632179
31.84265562,6.975885,4.793343164,9.013529,6.410285757,9.69085,6.37420817,8.618573,4.491573083,1.467941,1.469583,2.065613,2.082033,1.467949,1.525419,1.927697,1.84724,2.650226,2.655152,1.628895,1.628895
31.9330749,7.034175,4.851633164,9.136676,6.533432757,9.728616,6.41197417,8.65798,4.530980083,1.451521,1.453163,2.022921,2.039341,1.464665,1.522135,1.960537,1.88008,2.653511,2.658437,1.638747,1.638747
31.13016323,7.068656,4.886114164,9.295947,6.692703757,9.74832,6.43167817,8.685893,4.558893083,1.471225,1.472867,2.045909,2.062329,1.605878,1.663348,2.006512,1.926055,2.646942,2.651868,1.655168,1.655168
