TimeStamp,Kyowa PG 500 KUM _Load in bar_(bar),,Load in kN,Stud1_Axial-O,Stud1_Axial,Stud2_Axial-O,Stud2_Axial,Stud3_Axial-O,Stud3_Axial,Stud4_Axial-O,Stud4_Axial,Stud2_Top-O,Stud2_Top,Stud2_Mid-O,Stud2_Mid,Stud2_Bottom-O,Stud2_Bottom,Stud3_Top-O,Stud3_Top,Stud3_Mid-O,Stud3_Mid,Stud3_Bottom-O,Stud3_Bottom
43172.53184,-176.796173,196.796173,63.23061038,10.505382,10.543147,10.318164,10.347719,10.344389,10.339463,11.162153,11.154764,-1.139516,1.129664,0.374377,0.369451,-0.64695,0.633814,-0.49587,0.489302,0.170769,0.187189,-0.364523,0.369449
43172.53186,-177.049332,197.049332,63.31195037,10.516876,10.554641,10.316522,10.346077,10.354241,10.349315,11.172005,11.164616,-1.165788,1.155936,0.377661,0.372735,-0.643666,0.63053,-0.528709,0.522141,0.183905,0.200325,-0.367807,0.372733
43172.53187,-177.922714,197.922714,63.59256801,10.543148,10.580913,10.333762,10.363317,10.373945,10.369019,11.194993,11.187604,-1.182207,1.172355,0.397365,0.392439,-0.643666,0.63053,-0.545129,0.538561,0.220029,0.236449,-0.361239,0.366165
43172.53188,-177.856277,197.856277,63.5712218,10.56121,10.598975,10.332942,10.362497,10.382154,10.377228,11.206487,11.199098,-1.188775,1.178923,0.413785,0.408859,-0.643666,0.63053,-0.5714,0.564832,0.229881,0.246301,-0.344819,0.349745
43172.53189,-178.205444,198.205444,63.68340916,10.568599,10.606364,10.34033,10.369885,10.392007,10.387081,11.213055,11.205666,-1.208478,1.198626,0.423637,0.418711,-0.64695,0.633814,-0.600955,0.594387,0.243017,0.259437,-0.321831,0.326757
43172.5319,-178.498993,198.498993,63.77772645,10.575988,10.613753,10.367423,10.396978,10.408426,10.4035,11.229475,11.222086,-1.228182,1.21833,0.430205,0.425279,-0.64695,0.633814,-0.620658,0.61409,0.262721,0.279141,-0.321831,0.326757
43172.53191,-178.876205,198.876205,63.89892467,10.590766,10.628531,10.37235,10.401905,10.416636,10.41171,11.240969,11.23358,-1.224898,1.215046,0.456477,0.451551,-0.643666,0.63053,-0.643646,0.637078,0.282425,0.298845,-0.305411,0.310337
43172.53193,-179.390244,199.390244,64.0640854,10.605543,10.643308,10.409294,10.438849,10.442908,10.437982,11.262315,11.254926,-1.244601,1.234749,0.505737,0.500811,-0.64695,0.633814,-0.660065,0.653497,0.308697,0.325117,-0.305411,0.310337
43172.53194,-179.606339,199.606339,64.13351672,10.625247,10.663012,10.419967,10.449522,10.46918,10.464254,11.285302,11.277913,-1.267589,1.257737,0.535293,0.530367,-0.64695,0.633814,-0.686336,0.679768,0.351389,0.367809,-0.292275,0.297201
43172.53195,-180.625153,200.625153,64.46086166,10.641667,10.679432,10.436387,10.465942,10.483957,10.479031,11.303365,11.295976,-1.284008,1.274156,0.554997,0.550071,-0.64695,0.633814,-0.725743,0.719175,0.397366,0.413786,-0.279139,0.284065
43172.53196,-181.104553,201.104553,64.61489288,10.656446,10.694211,10.449523,10.479078,10.500378,10.495452,11.316501,11.309112,-1.306996,1.297144,0.564849,0.559923,-0.64695,0.633814,-0.752015,0.745447,0.453194,0.469614,-0.264361,0.269287
43172.53197,-180.958664,200.958664,64.56801874,10.669581,10.707346,10.465942,10.495497,10.520082,10.515156,11.327994,11.320605,-1.329983,1.320131,0.577985,0.573059,-0.64695,0.633814,-0.768434,0.761866,0.463046,0.479466,-0.256151,0.261077
43172.53198,-181.412003,201.412003,64.71367656,10.68436,10.722125,10.482363,10.511918,10.533217,10.528291,11.34113,11.333741,-1.343119,1.333267,0.597689,0.592763,-0.64695,0.633814,-0.797989,0.791421,0.505738,0.522158,-0.252867,0.257793
43172.532,-182.286713,202.286713,64.99472089,10.697495,10.73526,10.485646,10.515201,10.551279,10.546353,11.360834,11.353445,-1.367748,1.357896,0.660085,0.655159,-0.643666,0.63053,-0.829186,0.822618,0.561566,0.577986,-0.236447,0.241373
43172.53201,-182.268387,202.268387,64.98883274,10.710631,10.748396,10.506992,10.536547,10.569341,10.564415,11.37397,11.366581,-1.385809,1.375957,0.702778,0.697852,-0.64695,0.633814,-0.853816,0.847248,0.650235,0.666655,-0.200323,0.205249
43172.53202,-182.14743,202.14743,64.94996926,10.715557,10.753322,10.51356,10.543115,10.608748,10.603822,11.395316,11.387927,-1.4285,1.418648,0.74547,0.740544,-0.64695,0.633814,-0.922778,0.91621,0.758607,0.775027,-0.160915,0.165841
43172.53203,-182.57077,202.57077,65.0859884,10.728693,10.766458,10.528338,10.557893,10.638304,10.633378,11.410094,11.402705,-1.464623,1.454771,0.765174,0.760248,-0.64695,0.633814,-0.965468,0.9589,0.775027,0.791447,-0.157631,0.162557
43172.53204,-183.115494,203.115494,65.26100822,10.740187,10.777952,10.553789,10.583344,10.666218,10.661292,11.429798,11.422409,-1.497462,1.48761,0.784878,0.779952,-0.64695,0.633814,-0.996666,0.990098,0.791447,0.807867,-0.144495,0.149421
43172.53205,-183.146393,203.146393,65.27093607,10.751681,10.789446,10.550505,10.58006,10.667859,10.662933,11.436366,11.428977,-1.517166,1.507314,0.801298,0.796372,-0.64695,0.633814,-1.021295,1.014727,0.804583,0.821003,-0.137927,0.142853
43172.53207,-183.111969,203.111969,65.25987564,10.756607,10.794372,10.559536,10.589091,10.672786,10.66786,11.444575,11.437186,-1.517166,1.507314,0.81115,0.806224,-0.64695,0.633814,-1.040998,1.03443,0.807867,0.824287,-0.137927,0.142853
43172.53208,-183.634171,203.634171,65.42765914,10.768101,10.805866,10.57924,10.608795,10.692489,10.687563,11.464279,11.45689,-1.530301,1.520449,0.830854,0.825928,-0.64695,0.633814,-1.070553,1.063985,0.817719,0.834139,-0.128075,0.133001
43172.53209,-184.550369,204.550369,65.72203356,10.797657,10.835422,10.594018,10.623573,10.712193,10.707267,11.485625,11.478236,-1.559856,1.550004,0.850558,0.845632,-0.64695,0.633814,-1.090257,1.083689,0.843992,0.860412,-0.111656,0.116582
43172.5321,-184.550369,204.550369,65.72203356,10.810793,10.848558,10.610437,10.639992,10.730254,10.725328,11.502046,11.494657,-1.576276,1.566424,0.857126,0.8522,-0.64695,0.633814,-1.113244,1.106676,0.906388,0.922808,-0.09852,0.103446
43172.53211,-185.420425,205.420425,66.00158255,10.823929,10.861694,10.635067,10.664622,10.763094,10.758168,11.528317,11.520928,-1.595979,1.586127,0.90967,0.904744,-0.643666,0.63053,-1.169071,1.162503,0.968784,0.985204,-0.072248,0.077174
43172.53212,-185.462814,205.462814,66.01520214,10.833781,10.871546,10.644919,10.674474,10.789366,10.78444,11.544737,11.537348,-1.615683,1.605831,0.97535,0.970424,-0.643666,0.63053,-1.205194,1.198626,1.008192,1.024612,-0.059112,0.064038
43172.53213,-186.134674,206.134674,66.23107076,10.858411,10.896176,10.664623,10.694178,10.820563,10.815637,11.575935,11.568546,-1.658374,1.648522,1.011474,1.006548,-0.63053,0.617394,-1.2446,1.238032,1.073873,1.090293,-0.03284,0.037766
43172.53215,-186.772324,206.772324,66.4359477,10.873189,10.910954,10.68679,10.716345,10.846835,10.841909,11.607133,11.599744,-1.687929,1.678077,1.057451,1.052525,-0.600973,0.587837,-1.300427,1.293859,1.154331,1.170751,0,0.004926
43172.53216,-186.869659,206.869659,66.46722144,10.887967,10.925732,10.704031,10.733586,10.874749,10.869823,11.653109,11.64572,-1.737187,1.727335,1.100143,1.095217,-0.581269,0.568133,-1.402228,1.39566,1.241357,1.257777,0.042692,0.037766
43172.53217,-183.884247,203.884247,65.50800856,10.897819,10.935584,10.717167,10.746722,10.884601,10.879675,11.874778,11.867389,-1.84063,1.830778,1.221651,1.216725,-0.476181,0.463045,-1.641953,1.635385,1.605883,1.622303,0.269287,0.264361
43172.53218,-183.899261,203.899261,65.51283256,10.896176,10.933941,10.702389,10.731944,10.889526,10.8846,11.910902,11.903513,-1.84063,1.830778,1.221651,1.216725,-0.476181,0.463045,-1.691211,1.684643,1.622303,1.638723,0.275855,0.270929
43172.53219,-185.321548,205.321548,65.96981337,10.899461,10.937226,10.724556,10.754111,10.920724,10.915798,11.961803,11.954414,-1.86526,1.855408,1.228219,1.223293,-0.476181,0.463045,-1.750322,1.743754,1.66828,1.6847,0.285707,0.280781
43172.5322,-185.240997,205.240997,65.94393234,10.891251,10.929016,10.727019,10.756574,10.938787,10.933861,11.988075,11.980686,-1.883321,1.873469,1.231503,1.226577,-0.476181,0.463045,-1.797938,1.79137,1.70112,1.71754,0.288991,0.284065
43172.53222,-185.422867,205.422867,66.00236717,10.904387,10.942152,10.741796,10.771351,10.971625,10.966699,12.011064,12.003675,-1.904667,1.894815,1.234787,1.229861,-0.476181,0.463045,-1.852123,1.845555,1.7668,1.78322,0.341535,0.336609
43172.53223,-185.92984,205.92984,66.16525759,10.927375,10.96514,10.771353,10.800908,11.043873,11.038947,12.053756,12.046367,-1.957209,1.947357,1.297183,1.292257,-0.476181,0.463045,-1.95885,1.952282,1.921149,1.937569,0.394079,0.389153
43172.53224,-184.741074,204.741074,65.78330708,10.927375,10.96514,10.777921,10.807476,11.14075,11.135824,12.063607,12.056218,-2.024529,2.014677,1.339875,1.334949,-0.472897,0.459761,-2.091848,2.08528,2.059078,2.075498,0.410498,0.405572
43172.53225,-184.680817,204.680817,65.7639465,10.927375,10.96514,10.7615,10.791055,11.194935,11.190009,12.076743,12.069354,-2.068862,2.05901,1.353011,1.348085,-0.476181,0.463045,-2.157526,2.150958,2.114906,2.131326,0.413783,0.408857
43172.53226,-185.145203,205.145203,65.91315372,10.925733,10.963498,10.786131,10.815686,11.245836,11.24091,12.098089,12.0907,-2.091849,2.081997,1.372716,1.36779,-0.476181,0.463045,-2.233056,2.226488,2.177303,2.193723,0.413783,0.408857
43172.53227,-184.852081,204.852081,65.81897363,10.927375,10.96514,10.791057,10.820612,11.270467,11.265541,12.103015,12.095626,-2.124688,2.114836,1.376,1.371074,-0.476181,0.463045,-2.288882,2.282314,2.187155,2.203575,0.417066,0.41214
43172.53229,-184.862244,204.862244,65.822239,10.927375,10.96514,10.774636,10.804191,11.285244,11.280318,12.116151,12.108762,-2.150959,2.141107,1.389136,1.38421,-0.476181,0.463045,-2.315153,2.308585,2.203575,2.219995,0.417066,0.41214
43172.5323,-185.623932,205.623932,66.06696935,10.935584,10.973349,10.804193,10.833748,11.311516,11.30659,12.137497,12.130108,-2.167379,2.157527,1.418692,1.413766,-0.476181,0.463045,-2.35456,2.347992,2.226563,2.242983,0.423634,0.418708
43172.53231,-185.918152,205.918152,66.16150224,10.952004,10.989769,10.805835,10.83539,11.341072,11.336146,12.163769,12.15638,-2.183799,2.173947,1.44168,1.436754,-0.472897,0.459761,-2.390683,2.384115,2.249551,2.265971,0.426918,0.421992
43172.53232,-186.542114,206.542114,66.36198123,10.970066,11.007831,10.830464,10.860019,11.359134,11.354208,12.18101,12.173621,-2.21007,2.200218,1.461384,1.456458,-0.476181,0.463045,-2.436658,2.43009,2.28896,2.30538,0.43677,0.431844
43172.53233,-187.567337,207.567337,66.69138538,10.986486,11.024251,10.850989,10.880544,11.393615,11.388689,12.208103,12.200714,-2.233057,2.223205,1.527064,1.522138,-0.476181,0.463045,-2.485916,2.479348,2.348072,2.364492,0.449906,0.44498
43172.53234,-187.941452,207.941452,66.81158853,10.999622,11.037387,10.864125,10.89368,11.419887,11.414961,12.229448,12.222059,-2.262612,2.25276,1.569756,1.56483,-0.476181,0.463045,-2.531891,2.525323,2.377628,2.394048,0.456474,0.451548
43172.53236,-188.270538,208.270538,66.91732386,11.0144,11.052165,10.890397,10.919952,11.441233,11.436307,12.255721,12.248332,-2.2856,2.275748,1.609164,1.604238,-0.476181,0.463045,-2.577865,2.571297,2.446592,2.463012,0.45319,0.448264
43172.53237,-188.350662,208.350662,66.9430677,11.025894,11.063659,10.910922,10.940477,11.460937,11.456011,12.272141,12.264752,-2.321723,2.311871,1.638721,1.633795,-0.476181,0.463045,-2.617272,2.610704,2.499137,2.515557,0.45319,0.448264
43172.53238,-188.855209,208.855209,67.10517865,11.043956,11.081721,10.949509,10.979064,11.48064,11.475714,12.293487,12.286098,-2.36113,2.351278,1.707685,1.702759,-0.469613,0.456477,-2.671457,2.664889,2.548397,2.564817,0.463042,0.458116
43172.53239,-184.287491,204.287491,65.63757086,11.234427,11.272192,11.436358,11.465913,11.738431,11.733505,12.334537,12.327148,-3.239574,3.229722,2.676469,2.671543,0.311981,0.325117,-3.512136,3.505568,3.425231,3.441651,1.172384,1.167458
43172.5324,-180.68718,200.68718,64.48079093,11.232786,11.270551,11.474124,11.503679,11.738431,11.733505,12.334537,12.327148,-3.251068,3.241216,2.676469,2.671543,0.311981,0.325117,-3.533481,3.526913,3.425231,3.441651,1.178952,1.174026
43172.53241,-181.184677,201.184677,64.64063672,11.232786,11.270551,11.50368,11.533235,11.739252,11.734326,12.332894,12.325505,-3.257636,3.247784,2.676469,2.671543,0.311981,0.325117,-3.530197,3.523629,3.421947,3.438367,1.175668,1.170742
43172.53242,-183.01088,203.01088,65.22739574,11.234427,11.272192,11.526669,11.556224,11.738431,11.733505,12.334537,12.327148,-3.251068,3.241216,2.676469,2.671543,0.308697,0.321833,-3.520345,3.513777,3.425231,3.441651,1.182236,1.17731
43172.53244,-184.663818,204.663818,65.75848472,11.232786,11.270551,11.559508,11.589063,11.740073,11.735147,12.334537,12.327148,-3.247784,3.237932,2.676469,2.671543,0.311981,0.325117,-3.526913,3.520345,3.425231,3.441651,1.188804,1.183878
43172.53245,-185.797195,205.797195,66.12263875,11.232786,11.270551,11.61041,11.639965,11.740073,11.735147,12.34603,12.338641,-3.251068,3.241216,2.676469,2.671543,0.308697,0.321833,-3.530197,3.523629,3.421947,3.438367,1.221644,1.216718
43172.53246,-185.797195,205.797195,66.12263875,11.238533,11.276298,11.637503,11.667058,11.754851,11.749925,12.360808,12.353419,-3.260919,3.251067,2.676469,2.671543,0.308697,0.321833,-3.533481,3.526913,3.425231,3.441651,1.23478,1.229854
43172.53247,-187.004288,207.004288,66.51047773,11.246743,11.284508,11.65146,11.681015,11.772913,11.767987,12.372302,12.364913,-3.254352,3.2445,2.676469,2.671543,0.311981,0.325117,-3.523629,3.517061,3.435083,3.451503,1.241348,1.236422
43172.53248,-187.519882,207.519882,66.67613809,11.270552,11.308317,11.697435,11.72699,11.799185,11.794259,12.396933,12.389544,-3.254352,3.2445,2.676469,2.671543,0.308697,0.321833,-3.538407,3.531839,3.448219,3.464639,1.254484,1.249558
43172.53249,-188.783478,208.783478,67.08213148,11.290256,11.328021,11.736843,11.766398,11.823814,11.818888,12.423204,12.415815,-3.254352,3.2445,2.679753,2.674827,0.311981,0.325117,-3.553184,3.546616,3.464639,3.481059,1.274188,1.269262
43172.53251,-188.752808,208.752808,67.07227721,11.298466,11.336231,11.7508,11.780355,11.840235,11.835309,12.437983,12.430594,-3.257636,3.247784,2.683037,2.678111,0.315265,0.328401,-3.563036,3.556468,3.474492,3.490912,1.287324,1.282398
43172.53252,-189.357788,209.357788,67.26665728,11.316527,11.354292,11.769683,11.799238,11.863222,11.858296,12.457686,12.450297,-3.274055,3.264203,2.686321,2.681395,0.311981,0.325117,-3.595875,3.589307,3.487628,3.504048,1.307028,1.302102
43172.53253,-190.19606,210.19606,67.53599408,11.331306,11.369071,11.796776,11.826331,11.884568,11.879642,12.474106,12.466717,-3.313462,3.30361,2.683037,2.678111,0.311981,0.325117,-3.661553,3.654985,3.520468,3.536888,1.330016,1.32509
43172.53254,-190.80304,210.80304,67.73101675,11.352652,11.390417,11.832079,11.861634,11.91084,11.905914,12.50202,12.494631,-3.372572,3.36272,2.697815,2.692889,0.315265,0.328401,-3.737083,3.730515,3.586149,3.602569,1.339868,1.334942
43172.53255,-191.383957,211.383957,67.91766538,11.369072,11.406837,11.851783,11.881338,11.933827,11.928901,12.528292,12.520903,-3.402127,3.392275,2.732297,2.727371,0.315265,0.328401,-3.783057,3.776489,3.664965,3.681385,1.356288,1.351362
43172.53256,-191.860703,211.860703,68.07084387,11.380566,11.418331,11.863276,11.892831,11.948606,11.94368,12.544712,12.537323,-3.43825,3.428398,2.765137,2.760211,0.315265,0.328401,-3.832316,3.825748,3.684669,3.701089,1.36614,1.361214
43172.53258,-192.395935,212.395935,68.24281392,11.401091,11.438856,11.900221,11.929776,11.979803,11.974877,12.572626,12.565237,-3.477657,3.467805,2.809472,2.804546,0.311981,0.325117,-3.897994,3.891426,3.75035,3.76677,1.379276,1.37435
43172.53259,-192.909988,212.909988,68.40797914,11.411763,11.449528,11.946198,11.975753,11.996222,11.991296,12.593972,12.586583,-3.5302,3.520348,2.85709,2.852164,0.315265,0.328401,-3.971882,3.965314,3.822598,3.839018,1.402264,1.397338
43172.5326,-192.909988,212.909988,68.40797914,11.421616,11.459381,11.943734,11.973289,12.00279,11.997864,12.605466,12.598077,-3.563039,3.553187,2.880078,2.875152,0.315265,0.328401,-4.003079,3.996511,3.845586,3.862006,1.412116,1.40719
43172.53261,-193.149246,213.149246,68.48485274,11.436394,11.474159,11.947839,11.977394,12.024137,12.019211,12.620244,12.612855,-3.579458,3.569606,2.903066,2.89814,0.315265,0.328401,-4.035918,4.02935,3.911267,3.927687,1.412116,1.40719
43172.53262,-193.428665,213.428665,68.57463006,11.451171,11.488936,11.976574,12.006129,12.048766,12.04384,12.64159,12.634201,-3.605729,3.595877,2.932622,2.927696,0.311981,0.325117,-4.065473,4.058905,3.944107,3.960527,1.43182,1.426894
43172.53263,-194.268494,214.268494,68.84446712,11.465949,11.503714,12.011877,12.041432,12.07668,12.071754,12.66622,12.658831,-3.635284,3.625432,2.968746,2.96382,0.311981,0.325117,-4.124583,4.118015,3.980232,3.996652,1.451523,1.446597
43172.53265,-194.946533,214.946533,69.06232105,11.487295,11.52506,12.040611,12.070166,12.102952,12.098026,12.692492,12.685103,-3.687827,3.677975,3.008155,3.003229,0.311981,0.325117,-4.177125,4.170557,4.039344,4.055764,1.451523,1.446597
43172.53266,-196.094925,216.094925,69.4312994,11.503716,11.541481,12.076735,12.10629,12.125939,12.121013,12.71548,12.708091,-3.717382,3.70753,3.047563,3.042637,0.311981,0.325117,-4.226384,4.219816,4.108308,4.124728,1.464659,1.459733
43172.53267,-195.709778,215.709778,69.30755167,11.516851,11.554616,12.084946,12.114501,12.148928,12.144002,12.731899,12.72451,-3.740369,3.730517,3.093539,3.088613,0.315265,0.328401,-4.272358,4.26579,4.134581,4.151001,1.477795,1.472869
43172.53268,-196.302612,216.302612,69.49802924,11.529987,11.567752,12.089871,12.119426,12.165347,12.160421,12.751603,12.744214,-3.78306,3.773208,3.132947,3.128021,0.315265,0.328401,-4.328185,4.321617,4.170705,4.187125,1.490931,1.486005
43172.53269,-196.662384,216.662384,69.61362398,11.541481,11.579246,12.119428,12.148983,12.178483,12.173557,12.768845,12.761456,-3.822467,3.812615,3.159219,3.154293,0.315265,0.328401,-4.370875,4.364307,4.279078,4.295498,1.513919,1.508993
43172.5327,-197.555405,217.555405,69.90055163,11.561185,11.59895,12.155551,12.185106,12.218712,12.213786,12.795938,12.788549,-3.865158,3.855306,3.238036,3.23311,0.311981,0.325117,-4.420134,4.413566,4.367747,4.384167,1.536907,1.531981
43172.53272,-197.322098,217.322098,69.82559009,11.575963,11.613728,12.222873,12.252428,12.231027,12.226101,12.815641,12.808252,-3.932478,3.922626,3.303716,3.29879,0.311981,0.325117,-4.482528,4.47596,4.433427,4.449847,1.543475,1.538549
43172.53273,-197.510376,217.510376,69.88608381,11.587457,11.625222,12.254071,12.283626,12.243341,12.238415,12.827135,12.819746,-3.970243,3.960391,3.320136,3.31521,0.311981,0.325117,-4.528503,4.521935,4.462984,4.479404,1.550043,1.545117
43172.53274,-198.410889,218.410889,70.17541864,11.603877,11.641642,12.283627,12.313182,12.262224,12.257298,12.845198,12.837809,-4.012933,4.003081,3.359544,3.354618,0.311981,0.325117,-4.577761,4.571193,4.512244,4.528664,1.556611,1.551685
43172.53275,-198.653687,218.653687,70.25342963,11.620297,11.658062,12.324677,12.354232,12.280286,12.27536,12.874753,12.867364,-4.049056,4.039204,3.398952,3.394026,0.311981,0.325117,-4.628662,4.622094,4.564788,4.581208,1.579599,1.574673
43172.53276,-199.0289,219.0289,70.37398557,11.626865,11.66463,12.358337,12.387892,12.313126,12.3082,12.899384,12.891995,-4.11145,4.101598,3.441645,3.436719,0.313623,0.326759,-4.69434,4.687772,4.627185,4.643605,1.582883,1.577957
43172.53277,-199.36351,219.36351,70.48149576,11.635076,11.672841,12.369831,12.399386,12.332829,12.327903,12.910877,12.903488,-4.131154,4.121302,3.458065,3.453139,0.311981,0.325117,-4.730463,4.723895,4.650173,4.666593,1.592735,1.587809
43172.53278,-199.762115,219.762115,70.60956755,11.648211,11.685976,12.406776,12.436331,12.350891,12.345965,12.927298,12.919909,-4.163993,4.154141,3.471201,3.466275,0.311981,0.325117,-4.768228,4.76166,4.692865,4.709285,1.602587,1.597661
43172.5328,-200.217682,220.217682,70.75594123,11.672841,11.710606,12.449469,12.479024,12.367311,12.362385,12.953569,12.94618,-4.216535,4.206683,3.513893,3.508967,0.311981,0.325117,-4.837189,4.830621,4.781534,4.797954,1.609155,1.604229
43172.53281,-200.716049,220.716049,70.91606654,11.684335,11.7221,12.46753,12.497085,12.393583,12.388657,12.971631,12.964242,-4.255942,4.24609,3.546733,3.541807,0.311981,0.325117,-4.896299,4.889731,4.820943,4.837363,1.612439,1.607513
43172.53282,-200.915359,220.915359,70.98010485,11.705681,11.743446,12.50037,12.529925,12.418213,12.413287,12.996261,12.988872,-4.272362,4.26251,3.599278,3.594352,0.311981,0.325117,-4.942274,4.935706,4.886623,4.903043,1.619007,1.614081
43172.53283,-201.491653,221.491653,71.16526811,11.722101,11.759866,12.526642,12.556197,12.4412,12.436274,13.022533,13.015144,-4.305201,4.295349,3.635402,3.630476,0.311981,0.325117,-4.991533,4.984965,4.958872,4.975292,1.638711,1.633785
43172.53284,-202.220673,222.220673,71.39950223,11.738521,11.776286,12.561124,12.590679,12.47404,12.469114,13.052089,13.0447,-4.357743,4.347891,3.697798,3.692872,0.311981,0.325117,-5.067062,5.060494,5.040973,5.057393,1.664983,1.660057
43172.53285,-203.399292,223.399292,71.77819252,11.773003,11.810768,12.61531,12.644865,12.50688,12.501954,13.086571,13.079182,-4.403718,4.393866,3.760195,3.755269,0.315265,0.328401,-5.122889,5.116321,5.116506,5.132926,1.684687,1.679761
43172.53287,-204.005386,224.005386,71.97293052,11.789423,11.827188,12.649792,12.679347,12.526584,12.521658,13.107917,13.100528,-4.449692,4.43984,3.779899,3.774973,0.315265,0.328401,-5.198418,5.19185,5.155914,5.172334,1.691255,1.686329
43172.53288,-204.3806,224.3806,72.09348678,11.804201,11.841966,12.674421,12.703976,12.559423,12.554497,13.139114,13.131725,-4.492383,4.482531,3.825875,3.820949,0.313623,0.326759,-5.2838,5.277232,5.224878,5.241298,1.701107,1.696181
43172.53289,-204.567764,224.567764,72.15362257,11.810769,11.848534,12.687557,12.717112,12.572559,12.567633,13.150609,13.14322,-4.528506,4.518654,3.855431,3.850505,0.315265,0.328401,-5.333058,5.32649,5.274139,5.290559,1.720811,1.715885
43172.5329,-205.160614,225.160614,72.34410528,11.833756,11.871521,12.741743,12.771298,12.608684,12.603758,13.186732,13.179343,-4.567913,4.558061,3.924396,3.91947,0.315265,0.328401,-5.392168,5.3856,5.362808,5.379228,1.737231,1.732305
43172.53291,-205.270309,225.270309,72.37935028,11.851819,11.889584,12.766374,12.795929,12.636597,12.631671,13.216289,13.2089,-4.604036,4.594184,3.953952,3.949026,0.315265,0.328401,-5.444711,5.438143,5.402216,5.418636,1.747083,1.742157
43172.53292,-206.012802,226.012802,72.61791328,11.863313,11.901078,12.795929,12.825484,12.656301,12.651375,13.240919,13.23353,-4.623739,4.613887,3.980224,3.975298,0.315265,0.328401,-5.500537,5.493969,5.441625,5.458045,1.753651,1.748725
43172.53294,-206.66214,226.66214,72.82654558,11.874806,11.912571,12.818917,12.848472,12.68093,12.676004,13.265549,13.25816,-4.663146,4.653294,4.006496,4.00157,0.315265,0.328401,-5.546512,5.539944,5.487601,5.504021,1.760219,1.755293
43172.53295,-207.252991,227.252991,73.01638601,11.892869,11.930634,12.864893,12.894448,12.705561,12.700635,13.296746,13.289357,-4.695985,4.686133,4.055757,4.050831,0.315265,0.328401,-5.615473,5.608905,5.556566,5.572986,1.786491,1.781565
43172.53296,-207.002045,227.002045,72.93575706,11.899437,11.937202,12.873103,12.902658,12.725265,12.720339,13.316451,13.309062,-4.72554,4.715688,4.085313,4.080387,0.311981,0.325117,-5.651596,5.645028,5.618962,5.635382,1.806195,1.801269
43172.53297,-207.882477,227.882477,73.21863986,11.919141,11.956906,12.912511,12.942066,12.743326,12.7384,13.339438,13.332049,-4.755095,4.745243,4.141141,4.136215,0.315265,0.328401,-5.707422,5.700854,5.664939,5.681359,1.822615,1.817689
43172.53298,-208.708176,228.708176,73.48393695,11.94377,11.981535,12.955203,12.984758,12.781092,12.776166,13.377205,13.369816,-4.78465,4.774798,4.183833,4.178907,0.315265,0.328401,-5.7731,5.766532,5.743755,5.760175,1.842319,1.837393
43172.53299,-208.792938,228.792938,73.51117098,11.963475,12.00124,12.995432,13.024987,12.805721,12.800795,13.405119,13.39773,-4.815847,4.805995,4.269218,4.264292,0.315265,0.328401,-5.832211,5.825643,5.832425,5.848845,1.875159,1.870233
43172.53301,-209.709122,229.709122,73.8055409,11.988105,12.02587,13.027451,13.057006,12.825425,12.820499,13.433033,13.425644,-4.847044,4.837192,4.315194,4.310268,0.315265,0.328401,-5.881469,5.874901,5.894821,5.911241,1.88501,1.880084
43172.53302,-210.309921,230.309921,73.99857762,12.014377,12.052142,13.081636,13.111191,12.868117,12.863191,13.475724,13.468335,-4.91929,4.909438,4.387443,4.382517,0.315265,0.328401,-5.979986,5.973418,5.986774,6.003194,1.90143,1.896504
43172.53303,-210.785782,230.785782,74.15147176,12.024229,12.061994,13.129254,13.158809,12.894389,12.889463,13.506923,13.499534,-4.961981,4.952129,4.446555,4.441629,0.315265,0.328401,-6.035812,6.029244,6.068875,6.085295,1.937554,1.932628
43172.53304,-210.785782,230.785782,74.15147176,12.030797,12.068562,13.160452,13.190007,12.905883,12.900957,13.523342,13.515953,-4.991536,4.981684,4.505667,4.500741,0.318549,0.331685,-6.071935,6.065367,6.108284,6.124704,1.953974,1.949048
43172.53305,-210.883774,230.883774,74.18295659,12.043933,12.081698,13.173588,13.203143,12.925587,12.920661,13.551256,13.543867,-5.01124,5.001388,4.54836,4.543434,0.318549,0.331685,-6.111342,6.104774,6.147692,6.164112,1.963826,1.9589
43172.53306,-211.31131,231.31131,74.3203239,12.063637,12.101402,13.201502,13.231057,12.948574,12.943648,13.585738,13.578349,-5.05393,5.044078,4.571348,4.566422,0.315265,0.328401,-6.172094,6.165526,6.223225,6.239645,1.98353,1.978604
43172.53307,-212.204758,232.204758,74.60738875,12.088266,12.126031,13.254046,13.283601,12.97813,12.973204,13.639924,13.632535,-5.116324,5.106472,4.696141,4.691215,0.315265,0.328401,-6.262401,6.255833,6.298758,6.315178,2.029506,2.02458
43172.53309,-212.152237,232.152237,74.59051375,12.106329,12.144094,13.288528,13.318083,13.009328,13.004402,13.684258,13.676869,-5.155731,5.145879,4.817649,4.812723,0.325117,0.338253,-6.328079,6.321511,6.413699,6.430119,2.072198,2.067272
43172.5331,-212.842636,232.842636,74.81233895,12.084983,12.122748,13.269645,13.2992,13.049557,13.044631,13.779494,13.772105,-5.362617,5.352765,4.983493,4.978567,0.643666,0.656802,-6.536606,6.530038,6.627161,6.643581,2.444932,2.440006
